Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
QDEL,QUIDELORTHO CORP,Health Care,Equity,"440,568.73",0.00,"440,568.73","16,433.00",26.81
QGEN,QIAGEN NV,Health Care,Equity,"2,631,173.36",0.02,"2,631,173.36","56,792.00",46.33
QLYS,QUALYS INC,Information Technology,Equity,"1,221,188.35",0.01,"1,221,188.35","9,865.00",123.79
QNST,QUINSTREET INC,Communication,Equity,"178,435.70",0.00,"178,435.70","12,230.00",14.59
QRVO,QORVO INC,Information Technology,Equity,"2,149,120.11",0.01,"2,149,120.11","22,389.00",95.99
QS,QUANTUMSCAPE CORP CLASS A,Consumer Discretionary,Equity,"1,716,878.28",0.01,"1,716,878.28","108,732.00",15.79
QSI,QUANTUM SI INC CLASS A,Health Care,Equity,"70,140.56",0.00,"70,140.56","34,552.00",2.03
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,"5,711,798.38",0.03,"5,711,798.38","85,238.00",67.01
QTRX,QUANTERIX CORP,Health Care,Equity,"60,640.00",0.00,"60,640.00","12,128.00",5.00
QTWO,Q2 HOLDINGS INC,Information Technology,Equity,"974,717.64",0.01,"974,717.64","16,021.00",60.84
QUBT,QUANTUM COMPUTING INC,Information Technology,Equity,"449,833.53",0.00,"449,833.53","30,049.00",14.97
QXO,QXO INC,Industrials,Equity,"2,784,572.64",0.02,"2,784,572.64","156,789.00",17.76
R,RYDER SYSTEM INC,Industrials,Equity,"1,830,367.00",0.01,"1,830,367.00","10,805.00",169.40
RAL,RALLIANT CORP,Information Technology,Equity,"1,291,719.06",0.01,"1,291,719.06","29,613.00",43.62
RAMP,LIVERAMP HOLDINGS INC,Information Technology,Equity,"449,933.79",0.00,"449,933.79","16,463.00",27.33
RARE,ULTRAGENYX PHARMACEUTICAL INC,Health Care,Equity,"870,316.82",0.01,"870,316.82","24,746.00",35.17
RBA,RB GLOBAL INC,Industrials,Equity,"4,945,937.16",0.03,"4,945,937.16","49,228.00",100.47
RBB,RBB BANCORP,Financials,Equity,"91,673.40",0.00,"91,673.40","4,830.00",18.98
RBBN,RIBBON COMMUNICATIONS INC,Information Technology,Equity,"77,760.48",0.00,"77,760.48","23,143.00",3.36
RBC,RBC BEARINGS INC,Industrials,Equity,"3,318,664.25",0.02,"3,318,664.25","8,165.00",406.45
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,Equity,"205,977.14",0.00,"205,977.14","3,103.00",66.38
RBLX,ROBLOX CORP CLASS A,Communication,Equity,"18,222,719.00",0.11,"18,222,719.00","161,263.00",113.00
RBRK,RUBRIK INC CLASS A,Information Technology,Equity,"2,180,666.60",0.01,"2,180,666.60","30,692.00",71.05
RC,READY CAPITAL CORP,Financials,Equity,"111,488.52",0.00,"111,488.52","38,181.00",2.92
RCEL,AVITA MEDICAL INC,Health Care,Equity,"25,847.81",0.00,"25,847.81","7,043.00",3.67
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,"68,172.50",0.00,"68,172.50","18,425.00",3.70
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"18,992,377.50",0.11,"18,992,377.50","66,750.00",284.53
RCUS,ARCUS BIOSCIENCES INC,Health Care,Equity,"240,684.99",0.00,"240,684.99","11,921.00",20.19
RDDT,REDDIT INC CLASS A,Communication,Equity,"5,971,415.88",0.03,"5,971,415.88","30,714.00",194.42
RDN,RADIAN GROUP INC,Financials,Equity,"1,316,520.00",0.01,"1,316,520.00","39,008.00",33.75
RDNT,RADNET INC,Health Care,Equity,"1,355,112.70",0.01,"1,355,112.70","17,807.00",76.10
RDVT,RED VIOLET INC,Information Technology,Equity,"124,715.58",0.00,"124,715.58","2,433.00",51.26
RDW,REDWIRE CORP,Industrials,Equity,"73,733.64",0.00,"73,733.64","9,651.00",7.64
REAL,THE REALREAL INC,Consumer Discretionary,Equity,"321,466.74",0.00,"321,466.74","26,393.00",12.18
REAX,REAL BROKERAGE INC,Real Estate,Equity,"86,465.46",0.00,"86,465.46","24,918.00",3.47
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials,Equity,"94,768.75",0.00,"94,768.75","7,375.00",12.85
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"3,304,629.36",0.02,"3,304,629.36","47,624.00",69.39
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"18,107,097.40",0.10,"18,107,097.40","27,685.00",654.04
RELY,REMITLY GLOBAL INC,Financials,Equity,"682,541.37",0.00,"682,541.37","43,281.00",15.77
REPL,REPLIMUNE GROUP INC,Health Care,Equity,"228,093.25",0.00,"228,093.25","22,253.00",10.25
REPX,RILEY EXPLORATION PERMIAN INC,Energy,Equity,"84,355.32",0.00,"84,355.32","3,262.00",25.86
RES,RPC INC,Energy,Equity,"114,818.60",0.00,"114,818.60","20,540.00",5.59
REVG,REV GROUP INC,Industrials,Equity,"797,370.40",0.00,"797,370.40","14,810.00",53.84
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,"290,405.22",0.00,"290,405.22","9,078.00",31.99
REXR,REXFORD INDUSTRIAL REALTY REIT INC,Real Estate,Equity,"2,578,400.30",0.01,"2,578,400.30","62,431.00",41.30
REYN,REYNOLDS CONSUMER PRODUCTS INC,Consumer Staples,Equity,"361,239.48",0.00,"361,239.48","14,133.00",25.56
REZI,RESIDEO TECHNOLOGIES INC,Industrials,Equity,"1,626,411.39",0.01,"1,626,411.39","37,363.00",43.53
RF,REGIONS FINANCIAL CORP,Financials,Equity,"5,748,637.40",0.03,"5,748,637.40","237,547.00",24.20
RGA,REINSURANCE GROUP OF AMERICA INC,Financials,Equity,"3,282,363.00",0.02,"3,282,363.00","17,367.00",189.00
RGEN,REPLIGEN CORP,Health Care,Equity,"2,090,048.49",0.01,"2,090,048.49","14,457.00",144.57
RGLD,ROYAL GOLD INC,Materials,Equity,"3,143,501.96",0.02,"3,143,501.96","17,678.00",177.82
RGNX,REGENXBIO INC,Health Care,Equity,"117,354.28",0.00,"117,354.28","9,154.00",12.82
RGP,RESOURCES CONNECTION INC,Industrials,Equity,"45,455.30",0.00,"45,455.30","10,571.00",4.30
RGR,STURM RUGER INC,Consumer Discretionary,Equity,"178,170.72",0.00,"178,170.72","4,079.00",43.68
RGTI,RIGETTI COMPUTING INC,Information Technology,Equity,"3,548,931.80",0.02,"3,548,931.80","83,465.00",42.52
RH,RH,Consumer Discretionary,Equity,"721,274.95",0.00,"721,274.95","4,111.00",175.45
RHI,ROBERT HALF,Industrials,Equity,"743,201.92",0.00,"743,201.92","27,982.00",26.56
RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials,Equity,"67,534.35",0.00,"67,534.35",885.00,76.31
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,Equity,"1,313,134.35",0.01,"1,313,134.35","15,285.00",85.91
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,Equity,"70,349.40",0.00,"70,349.40","2,907.00",24.20
RIG,TRANSOCEAN LTD,Energy,Equity,"746,223.50",0.00,"746,223.50","190,850.00",3.91
RIGL,RIGEL PHARMACEUTICALS INC,Health Care,Equity,"199,016.28",0.00,"199,016.28","6,294.00",31.62
RIOT,RIOT PLATFORMS INC,Information Technology,Equity,"1,897,319.67",0.01,"1,897,319.67","89,963.00",21.09
RITM,RITHM CAPITAL CORP,Financials,Equity,"1,472,802.87",0.01,"1,472,802.87","134,013.00",10.99
RIVN,RIVIAN AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"2,652,337.17",0.02,"2,652,337.17","204,183.00",12.99
RJF,RAYMOND JAMES INC,Financials,Equity,"7,612,478.25",0.04,"7,612,478.25","48,165.00",158.05
RKLB,ROCKET LAB CORP,Industrials,Equity,"6,652,768.60",0.04,"6,652,768.60","109,205.00",60.92
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,"4,012,289.28",0.02,"4,012,289.28","251,712.00",15.94
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"3,321,466.56",0.02,"3,321,466.56","10,287.00",322.88
RLAY,RELAY THERAPEUTICS INC,Health Care,Equity,"144,766.82",0.00,"144,766.82","19,723.00",7.34
RLI,RLI CORP,Financials,Equity,"1,340,544.15",0.01,"1,340,544.15","22,779.00",58.85
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,"320,311.53",0.00,"320,311.53","46,221.00",6.93
RM,REGIONAL MANAGEMENT CORP,Financials,Equity,"130,543.44",0.00,"130,543.44","3,337.00",39.12
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,Equity,"44,426.44",0.00,"44,426.44","5,372.00",8.27
RMBS,RAMBUS INC,Information Technology,Equity,"3,111,604.50",0.02,"3,111,604.50","28,878.00",107.75
RMD,RESMED INC,Health Care,Equity,"9,764,732.34",0.06,"9,764,732.34","38,709.00",252.26
RMNI,RIMINI STREET INC,Information Technology,Equity,"115,591.68",0.00,"115,591.68","24,912.00",4.64
RMR,RMR GROUP INC CLASS A,Real Estate,Equity,"59,798.14",0.00,"59,798.14","4,079.00",14.66
RNA,AVIDITY BIOSCIENCES INC,Health Care,Equity,"1,971,530.10",0.01,"1,971,530.10","28,290.00",69.69
RNG,RINGCENTRAL INC CLASS A,Information Technology,Equity,"710,468.00",0.00,"710,468.00","24,100.00",29.48
RNR,RENAISSANCERE HOLDING LTD,Financials,Equity,"3,201,120.60",0.02,"3,201,120.60","12,585.00",254.36
RNST,RENASANT CORP,Financials,Equity,"854,637.76",0.00,"854,637.76","25,048.00",34.12
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Industrials,Equity,"1,303,594.92",0.01,"1,303,594.92","11,569.00",112.68
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,"514,241.20",0.00,"514,241.20","8,030.00",64.04
ROG,ROGERS CORP,Information Technology,Equity,"435,877.26",0.00,"435,877.26","4,938.00",88.27
ROIV,ROIVANT SCIENCES LTD,Health Care,Equity,"2,205,784.90",0.01,"2,205,784.90","112,655.00",19.58
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"10,915,682.32",0.06,"10,915,682.32","29,852.00",365.66
ROKU,ROKU INC CLASS A,Communication,Equity,"3,295,788.44",0.02,"3,295,788.44","32,948.00",100.03
ROL,ROLLINS INC,Industrials,Equity,"4,258,313.94",0.02,"4,258,313.94","73,686.00",57.79
ROOT,ROOT INC CLASS A,Financials,Equity,"156,445.61",0.00,"156,445.61","2,021.00",77.41
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"12,582,361.80",0.07,"12,582,361.80","28,377.00",443.40
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"13,496,016.60",0.08,"13,496,016.60","85,380.00",158.07
RPAY,REPAY HOLDINGS CORP CLASS A,Financials,Equity,"91,512.84",0.00,"91,512.84","20,611.00",4.44
RPD,RAPID7 INC,Information Technology,Equity,"273,198.72",0.00,"273,198.72","14,978.00",18.24
RPM,RPM INTERNATIONAL INC,Materials,Equity,"3,716,033.93",0.02,"3,716,033.93","34,183.00",108.71
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,"3,811,912.48",0.02,"3,811,912.48","103,192.00",36.94
RRBI,RED RIVER BANCSHARES INC,Financials,Equity,"138,332.40",0.00,"138,332.40","2,040.00",67.81
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,130,564.20",0.01,"2,130,564.20","61,577.00",34.60
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,"683,348.16",0.00,"683,348.16","12,704.00",53.79
RRX,REGAL REXNORD CORP,Industrials,Equity,"2,486,935.01",0.01,"2,486,935.01","17,143.00",145.07
RS,RELIANCE STEEL & ALUMINUM,Materials,Equity,"3,981,715.14",0.02,"3,981,715.14","14,226.00",279.89
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"11,203,430.40",0.06,"11,203,430.40","53,370.00",209.92
RSI,RUSH STREET INTERACTIVE INC CLASS,Consumer Discretionary,Equity,"385,924.80",0.00,"385,924.80","22,755.00",16.96
RTX,RTX CORP,Industrials,Equity,"62,636,179.38",0.36,"62,636,179.38","353,039.00",177.42
RUM,RUMBLE INC CLASS A,Communication,Equity,"137,975.04",0.00,"137,975.04","20,532.00",6.72
RUN,SUNRUN INC,Industrials,Equity,"1,039,820.76",0.01,"1,039,820.76","52,998.00",19.62
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,"767,968.64",0.00,"767,968.64","15,286.00",50.24
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,Equity,"177,357.60",0.00,"177,357.60","3,312.00",53.55
RVLV,REVOLVE GROUP CLASS A INC,Consumer Discretionary,Equity,"219,812.67",0.00,"219,812.67","9,603.00",22.89
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,"2,759,825.60",0.02,"2,759,825.60","46,880.00",58.87
RVTY,REVVITY INC,Health Care,Equity,"2,864,854.50",0.02,"2,864,854.50","31,475.00",91.02
RWT,REDWOOD TRUST REIT INC,Financials,Equity,"166,896.36",0.00,"166,896.36","31,254.00",5.34
RXO,RXO INC,Industrials,Equity,"723,064.32",0.00,"723,064.32","41,844.00",17.28
RXRX,RECURSION PHARMACEUTICALS INC CLAS,Health Care,Equity,"537,891.30",0.00,"537,891.30","95,202.00",5.65
RXST,RXSIGHT INC,Health Care,Equity,"69,209.63",0.00,"69,209.63","8,057.00",8.59
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials,Equity,"109,389.28",0.00,"109,389.28","16,016.00",6.83
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,Financials,Equity,"1,341,094.16",0.01,"1,341,094.16","26,462.00",50.68
RYI,RYERSON HOLDING CORP,Materials,Equity,"189,281.73",0.00,"189,281.73","8,899.00",21.27
RYN,RAYONIER REIT INC,Real Estate,Equity,"877,408.32",0.01,"877,408.32","38,944.00",22.53
RYTM,RHYTHM PHARMACEUTICALS INC,Health Care,Equity,"1,525,312.02",0.01,"1,525,312.02","13,642.00",111.81
S,SENTINELONE INC CLASS A,Information Technology,Equity,"1,237,919.76",0.01,"1,237,919.76","72,776.00",17.01
SABR,SABRE CORP,Consumer Discretionary,Equity,"161,437.02",0.00,"161,437.02","84,522.00",1.91
SAFE,SAFEHOLD INC,Real Estate,Equity,"203,946.52",0.00,"203,946.52","14,302.00",14.26
SAFT,SAFETY INSURANCE GROUP INC,Financials,Equity,"254,715.50",0.00,"254,715.50","3,725.00",68.38
SAH,SONIC AUTOMOTIVE INC CLASS A,Consumer Discretionary,Equity,"204,864.75",0.00,"204,864.75","3,291.00",62.25
SAIA,SAIA INC,Industrials,Equity,"1,983,439.59",0.01,"1,983,439.59","6,997.00",283.47
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"1,221,891.00",0.01,"1,221,891.00","13,354.00",91.50
SAIL,SAILPOINT INC,Information Technology,Equity,"341,308.90",0.00,"341,308.90","15,838.00",21.55
SAM,BOSTON BEER INC CLASS A,Consumer Staples,Equity,"490,628.86",0.00,"490,628.86","2,381.00",206.06
SANA,SANA BIOTECHNOLOGY INC,Health Care,Equity,"236,165.30",0.00,"236,165.30","48,197.00",4.90
SANM,SANMINA CORP,Information Technology,Equity,"1,876,804.44",0.01,"1,876,804.44","13,853.00",135.48
SARO,STANDARDAERO,Industrials,Equity,"1,022,061.45",0.01,"1,022,061.45","35,799.00",28.55
SATS,ECHOSTAR CORP CLASS A,Communication,Equity,"2,647,440.92",0.02,"2,647,440.92","36,187.00",73.16
SB,SAFE BULKERS INC,Industrials,Equity,"62,745.76",0.00,"62,745.76","13,552.00",4.63
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"5,374,092.24",0.03,"5,374,092.24","28,116.00",191.14
SBCF,SEACOAST BANKING OF FLORIDA,Financials,Equity,"676,259.76",0.00,"676,259.76","22,187.00",30.48
SBGI,SINCLAIR INC CLASS A,Communication,Equity,"158,715.48",0.00,"158,715.48","11,748.00",13.51
SBH,SALLY BEAUTY HOLDINGS INC,Consumer Discretionary,Equity,"396,939.06",0.00,"396,939.06","27,394.00",14.49
SBRA,SABRA HEALTH CARE REIT INC,Real Estate,Equity,"1,089,306.91",0.01,"1,089,306.91","62,353.00",17.47
SBSI,SOUTHSIDE BANCSHARES INC,Financials,Equity,"267,031.70",0.00,"267,031.70","9,386.00",28.45
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"25,020,583.35",0.14,"25,020,583.35","300,909.00",83.15
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"3,217,766.26",0.02,"3,217,766.26","22,966.00",140.11
SCHL,SCHOLASTIC CORP,Communication,Equity,"196,793.75",0.00,"196,793.75","6,845.00",28.75
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"42,610,159.71",0.25,"42,610,159.71","451,331.00",94.41
SCI,SERVICE,Consumer Discretionary,Equity,"3,166,254.69",0.02,"3,166,254.69","37,797.00",83.77
SCL,STEPAN,Materials,Equity,"258,507.16",0.00,"258,507.16","6,023.00",42.92
SCS,STEELCASE INC CLASS A,Industrials,Equity,"397,691.28",0.00,"397,691.28","24,918.00",15.96
SCSC,SCANSOURCE INC,Information Technology,Equity,"284,790.14",0.00,"284,790.14","6,739.00",42.26
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,"99,080.45",0.00,"99,080.45","5,465.00",18.13
SD,SANDRIDGE ENERGY INC,Energy,Equity,"116,169.90",0.00,"116,169.90","9,870.00",11.77
SDGR,SCHRODINGER INC,Health Care,Equity,"316,495.74",0.00,"316,495.74","15,469.00",20.46
SDRL,SEADRILL LTD,Energy,Equity,"612,563.55",0.00,"612,563.55","19,465.00",31.47
SEAT,VIVID SEATS INC CLASS A,Communication,Equity,"13,486.50",0.00,"13,486.50","1,110.00",12.15
SEB,SEABOARD CORP,Consumer Staples,Equity,"248,286.00",0.00,"248,286.00",75.00,"3,310.48"
SEE,SEALED AIR CORP,Materials,Equity,"1,277,673.60",0.01,"1,277,673.60","38,026.00",33.60
SEG,SEAPORT ENTERTAINMENT GROUP INC,Real Estate,Equity,"57,815.30",0.00,"57,815.30","2,395.00",24.14
SEI,SOLARIS OILFIELD INFRASTRUCTURE IN,Energy,Equity,"566,736.81",0.00,"566,736.81","10,671.00",53.11
SEIC,SEI INVESTMENTS,Financials,Equity,"2,144,351.20",0.01,"2,144,351.20","26,539.00",80.80
SEM,SELECT MEDICAL HOLDINGS CORP,Health Care,Equity,"370,676.80",0.00,"370,676.80","26,104.00",14.20
SEMR,SEMRUSH HOLDINGS INC CLASS A,Information Technology,Equity,"85,880.85",0.00,"85,880.85","12,045.00",7.13
SENEA,SENECA FOODS CORP CLASS A,Consumer Staples,Equity,"226,335.76",0.00,"226,335.76","2,078.00",108.92
SEPN,SEPTERNA INC,Health Care,Equity,"143,854.06",0.00,"143,854.06","6,694.00",21.49
SEZL,SEZZLE INC,Financials,Equity,"225,567.28",0.00,"225,567.28","3,466.00",65.08
SF,STIFEL FINANCIAL CORP,Financials,Equity,"3,189,447.14",0.02,"3,189,447.14","27,082.00",117.77
SFBS,SERVISFIRST BANCSHARES INC,Financials,Equity,"932,862.48",0.01,"932,862.48","13,508.00",69.06
SFD,SMITHFIELD FOODS INC,Consumer Staples,Equity,"308,127.60",0.00,"308,127.60","13,805.00",22.32
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary,Equity,"105,373.24",0.00,"105,373.24","25,954.00",4.06
SFL,SFL LTD,Energy,Equity,"251,285.92",0.00,"251,285.92","34,708.00",7.24
SFM,SPROUTS FARMERS MARKET INC,Consumer Staples,Equity,"2,011,744.50",0.01,"2,011,744.50","26,042.00",77.25
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,"643,377.83",0.00,"643,377.83","36,997.00",17.39
SFST,SOUTHERN FIRST BANCSHARES INC,Financials,Equity,"126,503.26",0.00,"126,503.26","2,879.00",43.94
SG,SWEETGREEN INC CLASS A,Consumer Discretionary,Equity,"155,238.93",0.00,"155,238.93","24,759.00",6.27
SGHC,SUPER GROUP LTD,Consumer Discretionary,Equity,"388,104.56",0.00,"388,104.56","35,411.00",10.96
SGI,SOMNIGROUP INTERNATIONAL INC,Consumer Discretionary,Equity,"4,249,082.80",0.02,"4,249,082.80","53,260.00",79.78
SGRY,SURGERY PARTNERS INC,Health Care,Equity,"435,333.20",0.00,"435,333.20","19,645.00",22.16
SHAK,SHAKE SHACK INC CLASS A,Consumer Discretionary,Equity,"854,677.14",0.00,"854,677.14","9,353.00",91.38
SHBI,SHORE BANCSHARES INC,Financials,Equity,"104,340.96",0.00,"104,340.96","6,723.00",15.52
SHC,SOTERA HEALTH COMPANY,Health Care,Equity,"751,966.80",0.00,"751,966.80","46,020.00",16.34
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,"163,305.34",0.00,"163,305.34","13,138.00",12.43
SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,Equity,"430,635.66",0.00,"430,635.66","42,469.00",10.14
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,"485,864.55",0.00,"485,864.55","54,045.00",8.99
SHOO,STEVEN MADDEN LTD,Consumer Discretionary,Equity,"654,073.98",0.00,"654,073.98","19,047.00",34.34
SHW,SHERWIN WILLIAMS,Materials,Equity,"21,351,666.70",0.12,"21,351,666.70","61,373.00",347.90
SIBN,SI BONE INC,Health Care,Equity,"206,630.85",0.00,"206,630.85","13,639.00",15.15
SIG,SIGNET JEWELERS LTD,Consumer Discretionary,Equity,"1,145,899.57",0.01,"1,145,899.57","11,597.00",98.81
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,"99,512.25",0.00,"99,512.25","11,975.00",8.31
SIGI,SELECTIVE INSURANCE GROUP INC,Financials,Equity,"1,253,986.98",0.01,"1,253,986.98","16,502.00",75.99
SILA,SILA RLTY TR INC TRUST,Real Estate,Equity,"341,518.32",0.00,"341,518.32","14,508.00",23.54
SIRI,SIRIUSXM HOLDINGS INC,Communication,Equity,"1,159,569.57",0.01,"1,159,569.57","50,003.00",23.19
SITC,SITE CENTERS CORP,Real Estate,Equity,"99,235.96",0.00,"99,235.96","11,842.00",8.38
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"1,568,305.97",0.01,"1,568,305.97","12,089.00",129.73
SITM,SITIME CORP,Information Technology,Equity,"1,525,101.42",0.01,"1,525,101.42","5,503.00",277.14
SJM,JM SMUCKER,Consumer Staples,Equity,"2,763,757.05",0.02,"2,763,757.05","27,003.00",102.35
SKIN,BEAUTY HEALTH COMPANY CLASS A CLAS,Consumer Staples,Equity,"33,608.76",0.00,"33,608.76","23,836.00",1.41
SKT,TANGER INC,Real Estate,Equity,"922,441.44",0.01,"922,441.44","28,488.00",32.38
SKWD,SKYWARD SPECIALTY INSURANCE GROUP,Financials,Equity,"384,243.16",0.00,"384,243.16","8,419.00",45.64
SKY,CHAMPION HOMES INC,Consumer Discretionary,Equity,"965,429.08",0.01,"965,429.08","14,894.00",64.82
SKYT,SKYWATER TECHNOLOGY INC,Information Technology,Equity,"157,289.79",0.00,"157,289.79","9,481.00",16.59
SKYW,SKYWEST INC,Industrials,Equity,"1,066,580.56",0.01,"1,066,580.56","11,213.00",95.12
SLAB,SILICON LABORATORIES INC,Information Technology,Equity,"1,088,435.88",0.01,"1,088,435.88","8,262.00",131.74
SLB,SLB NV,Energy,Equity,"14,373,313.12",0.08,"14,373,313.12","395,741.00",36.32
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary,Equity,"198,979.56",0.00,"198,979.56","37,332.00",5.33
SLG,SL GREEN REALTY REIT CORP,Real Estate,Equity,"948,977.19",0.01,"948,977.19","18,459.00",51.41
SLGN,SILGAN HOLDINGS INC,Materials,Equity,"832,767.16",0.00,"832,767.16","21,766.00",38.26
SLM,SLM CORP,Financials,Equity,"1,527,600.27",0.01,"1,527,600.27","57,407.00",26.61
SLNO,SOLENO THERAPEUTICS INC,Health Care,Equity,"725,361.60",0.00,"725,361.60","10,470.00",69.28
SLP,SIMULATIONS PLUS INC,Health Care,Equity,"70,458.96",0.00,"70,458.96","4,106.00",17.16
SLQT,SELECTQUOTE INC,Financials,Equity,"90,895.44",0.00,"90,895.44","44,124.00",2.06
SLVM,SYLVAMO CORP,Materials,Equity,"380,585.14",0.00,"380,585.14","9,269.00",41.06
SM,SM ENERGY,Energy,Equity,"646,866.22",0.00,"646,866.22","31,493.00",20.54
SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,Equity,"258,230.00",0.00,"258,230.00","7,378.00",35.00
SMBC,SOUTHERN MISSOURI BANCORP INC,Financials,Equity,"133,592.85",0.00,"133,592.85","2,523.00",52.95
SMBK,SMARTFINANCIAL INC,Financials,Equity,"223,823.42",0.00,"223,823.42","6,346.00",35.27
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,"6,813,398.79",0.04,"6,813,398.79","135,267.00",50.37
SMG,SCOTTS MIRACLE GRO,Materials,Equity,"562,540.44",0.00,"562,540.44","10,588.00",53.13
SMMT,SUMMIT THERAPEUTICS INC,Health Care,Equity,"573,627.36",0.00,"573,627.36","30,774.00",18.64
SMP,STANDARD MOTOR PRODUCTS INC,Consumer Discretionary,Equity,"195,913.85",0.00,"195,913.85","5,017.00",39.05
SMPL,THE SIMPLY GOOD FOODS COMPANY,Consumer Staples,Equity,"433,655.73",0.00,"433,655.73","22,551.00",19.23
SMR,NUSCALE POWER CORP CLASS A,Industrials,Equity,"1,396,066.75",0.01,"1,396,066.75","33,043.00",42.25
SMTC,SEMTECH CORP,Information Technology,Equity,"1,551,357.18",0.01,"1,551,357.18","22,878.00",67.81
SN,SHARKNINJA INC,Consumer Discretionary,Equity,"1,914,804.99",0.01,"1,914,804.99","21,861.00",87.59
SNA,SNAP ON INC,Industrials,Equity,"4,630,830.36",0.03,"4,630,830.36","13,676.00",338.61
SNBR,SLEEP NUMBER CORP,Consumer Discretionary,Equity,"31,152.20",0.00,"31,152.20","5,716.00",5.45
SNCY,SUN COUNTRY AIRLINES HOLDINGS INC,Industrials,Equity,"134,699.04",0.00,"134,699.04","11,952.00",11.27
SNDK,SANDISK CORP,Information Technology,Equity,"6,931,244.72",0.04,"6,931,244.72","35,396.00",195.82
SNDR,SCHNEIDER NATIONAL INC CLASS B,Industrials,Equity,"296,014.50",0.00,"296,014.50","14,618.00",20.25
SNDX,SYNDAX PHARMACEUTICALS INC,Health Care,Equity,"259,431.25",0.00,"259,431.25","19,375.00",13.39
SNEX,STONEX GROUP INC,Financials,Equity,"1,098,830.23",0.01,"1,098,830.23","11,761.00",93.43
SNOW,SNOWFLAKE INC,Information Technology,Equity,"22,360,689.26",0.13,"22,360,689.26","82,457.00",271.18
SNPS,SYNOPSYS INC,Information Technology,Equity,"21,611,883.49",0.12,"21,611,883.49","48,793.00",442.93
SNV,SYNOVUS FINANCIAL CORP,Financials,Equity,"1,638,820.49",0.01,"1,638,820.49","37,069.00",44.21
SNX,TD SYNNEX CORP,Information Technology,Equity,"3,263,517.30",0.02,"3,263,517.30","20,994.00",155.45
SO,SOUTHERN,Utilities,Equity,"27,697,503.66",0.16,"27,697,503.66","291,338.00",95.07
SOC,SABLE OFFSHORE CORP CLASS A,Energy,Equity,"257,472.44",0.00,"257,472.44","20,068.00",12.83
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"8,671,435.18",0.05,"8,671,435.18","298,706.00",29.03
SOLS,SOLSTICE ADVANCED MATERIALS INC,Materials,Equity,"2,045,471.58",0.01,"2,045,471.58","41,967.00",48.74
SOLV,SOLVENTUM CORP,Health Care,Equity,"2,700,950.08",0.02,"2,700,950.08","38,986.00",69.28
