Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Equity,"85,119.46",0.00,"85,119.46",674.00,126.29
DHR,DANAHER CORP,Health Care,Equity,"36,136,356.85",0.21,"36,136,356.85","168,037.00",215.05
DHT,DHT HOLDINGS INC,Energy,Equity,"405,143.70",0.00,"405,143.70","30,927.00",13.10
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary,Equity,"108,530.10",0.00,"108,530.10","4,494.00",24.15
DINO,HF SINCLAIR CORP,Energy,Equity,"2,235,335.68",0.01,"2,235,335.68","42,368.00",52.76
DIOD,DIODES INC,Information Technology,Equity,"634,059.40",0.00,"634,059.40","11,986.00",52.90
DIS,WALT DISNEY,Communication,Equity,"53,521,143.84",0.31,"53,521,143.84","478,551.00",111.84
DJCO,DAILY JOURNAL CORP,Information Technology,Equity,"156,621.96",0.00,"156,621.96",396.00,395.51
DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,Communication,Equity,"649,026.21",0.00,"649,026.21","42,337.00",15.33
DK,DELEK US HOLDINGS INC,Energy,Equity,"728,888.16",0.00,"728,888.16","18,942.00",38.48
DKNG,DRAFTKINGS INC CLASS A,Consumer Discretionary,Equity,"3,816,055.54",0.02,"3,816,055.54","126,611.00",30.14
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"3,824,667.00",0.02,"3,824,667.00","17,325.00",220.76
DLB,DOLBY LABORATORIES INC CLASS A,Information Technology,Equity,"1,004,860.64",0.01,"1,004,860.64","15,304.00",65.66
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"15,173,357.25",0.09,"15,173,357.25","88,863.00",170.75
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"5,198,658.40",0.03,"5,198,658.40","52,618.00",98.80
DLX,DELUXE CORP,Industrials,Equity,"195,400.18",0.00,"195,400.18","10,754.00",18.17
DMRC,DIGIMARC CORP,Information Technology,Equity,"48,848.20",0.00,"48,848.20","5,230.00",9.34
DNLI,DENALI THERAPEUTICS INC,Health Care,Equity,"522,112.50",0.00,"522,112.50","31,875.00",16.38
DNOW,DNOW INC,Industrials,Equity,"403,619.79",0.00,"403,619.79","27,327.00",14.77
DNTH,DIANTHUS THERAPEUTICS INC,Health Care,Equity,"211,009.96",0.00,"211,009.96","6,254.00",33.74
DNUT,KRISPY KREME INC,Consumer Discretionary,Equity,"79,903.56",0.00,"79,903.56","22,012.00",3.63
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"3,265,577.77",0.02,"3,265,577.77","185,861.00",17.57
DOCN,DIGITALOCEAN HOLDINGS INC,Information Technology,Equity,"661,749.48",0.00,"661,749.48","17,442.00",37.94
DOCS,DOXIMITY INC CLASS A,Health Care,Equity,"2,328,119.22",0.01,"2,328,119.22","35,371.00",65.82
DOCU,DOCUSIGN INC,Information Technology,Equity,"3,797,764.74",0.02,"3,797,764.74","53,034.00",71.61
DOLE,DOLE PLC,Consumer Staples,Equity,"238,227.44",0.00,"238,227.44","18,568.00",12.83
DOMO,DOMO INC CLASS B,Information Technology,Equity,"93,337.16",0.00,"93,337.16","6,803.00",13.72
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,"984,405.50",0.01,"984,405.50","7,319.00",134.50
DOV,DOVER CORP,Industrials,Equity,"6,488,462.66",0.04,"6,488,462.66","36,019.00",180.14
DOW,DOW INC,Materials,Equity,"4,433,702.00",0.03,"4,433,702.00","186,290.00",23.80
DOX,AMDOCS LTD,Information Technology,Equity,"2,540,906.55",0.01,"2,540,906.55","30,303.00",83.85
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"3,383,568.96",0.02,"3,383,568.96","8,376.00",403.96
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,"440,710.20",0.00,"440,710.20","56,070.00",7.86
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"5,496,579.00",0.03,"5,496,579.00","30,845.00",178.20
DRS,LEONARDO DRS INC,Industrials,Equity,"695,440.55",0.00,"695,440.55","19,291.00",36.05
DRVN,DRIVEN BRANDS HOLDINGS INC,Consumer Discretionary,Equity,"246,116.26",0.00,"246,116.26","16,754.00",14.69
DSGN,DESIGN THERAPEUTICS INC,Health Care,Equity,"57,359.52",0.00,"57,359.52","8,784.00",6.53
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials,Equity,"109,891.41",0.00,"109,891.41","3,943.00",27.87
DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,Equity,"65,510.34",0.00,"65,510.34","7,671.00",8.54
DT,DYNATRACE INC,Information Technology,Equity,"3,796,589.94",0.02,"3,796,589.94","78,087.00",48.62
DTE,DTE ENERGY,Utilities,Equity,"7,612,490.34",0.04,"7,612,490.34","55,139.00",138.06
DTM,DT MIDSTREAM INC,Energy,Equity,"2,871,751.44",0.02,"2,871,751.44","26,183.00",109.68
DUK,DUKE ENERGY CORP,Utilities,Equity,"25,702,733.17",0.15,"25,702,733.17","205,277.00",125.21
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"2,566,437.30",0.01,"2,566,437.30","9,765.00",262.82
DV,DOUBLEVERIFY HOLDINGS INC,Communication,Equity,"410,001.48",0.00,"410,001.48","36,477.00",11.24
DVA,DAVITA INC,Health Care,Equity,"1,196,406.25",0.01,"1,196,406.25","10,075.00",118.75
DVAX,DYNAVAX TECHNOLOGIES CORP,Health Care,Equity,"383,229.60",0.00,"383,229.60","36,849.00",10.40
DVN,DEVON ENERGY CORP,Energy,Equity,"5,312,123.52",0.03,"5,312,123.52","165,952.00",32.01
DX,DYNEX CAPITAL REIT INC,Financials,Equity,"396,224.00",0.00,"396,224.00","30,200.00",13.12
DXC,DXC TECHNOLOGY,Information Technology,Equity,"612,760.76",0.00,"612,760.76","47,354.00",12.94
DXCM,DEXCOM INC,Health Care,Equity,"7,037,421.60",0.04,"7,037,421.60","103,188.00",68.20
DXPE,DXP ENTERPRISES INC,Industrials,Equity,"339,042.00",0.00,"339,042.00","2,802.00",121.00
DY,DYCOM INDUSTRIES INC,Industrials,Equity,"2,214,421.88",0.01,"2,214,421.88","7,733.00",286.36
DYN,DYNE THERAPEUTICS INC,Health Care,Equity,"496,857.90",0.00,"496,857.90","21,098.00",23.55
EA,ELECTRONIC ARTS INC,Communication,Equity,"13,270,289.76",0.08,"13,270,289.76","66,378.00",199.92
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,"1,285,838.64",0.01,"1,285,838.64","11,896.00",108.09
EB,EVENTBRITE CLASS A INC,Communication,Equity,"42,165.77",0.00,"42,165.77","18,413.00",2.29
EBAY,EBAY INC,Consumer Discretionary,Equity,"10,160,049.39",0.06,"10,160,049.39","121,343.00",83.73
EBC,EASTERN BANKSHARES INC,Financials,Equity,"834,165.33",0.00,"834,165.33","47,913.00",17.41
EBF,ENNIS INC,Industrials,Equity,"106,449.60",0.00,"106,449.60","6,432.00",16.55
ECG,EVERUS CONSTRUCTION GROUP INC,Industrials,Equity,"1,155,117.51",0.01,"1,155,117.51","12,879.00",89.69
ECL,ECOLAB INC,Materials,Equity,"16,977,855.60",0.10,"16,977,855.60","66,036.00",257.10
ECPG,ENCORE CAPITAL GROUP INC,Financials,Equity,"263,068.80",0.00,"263,068.80","6,432.00",40.90
ECVT,ECOVYST INC,Materials,Equity,"207,133.96",0.00,"207,133.96","25,322.00",8.18
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"9,324,220.59",0.05,"9,324,220.59","94,961.00",98.19
EDIT,EDITAS MEDICINE INC,Health Care,Equity,"55,543.53",0.00,"55,543.53","18,453.00",3.01
EE,EXCELERATE ENERGY INC CLASS A,Energy,Equity,"125,212.14",0.00,"125,212.14","4,814.00",26.01
EEFT,EURONET WORLDWIDE INC,Financials,Equity,"822,950.00",0.00,"822,950.00","10,900.00",75.50
EFC,ELLINGTON FINANCIAL INC,Financials,Equity,"252,441.67",0.00,"252,441.67","18,853.00",13.39
EFSC,ENTERPRISE FINANCIAL SERVICES CORP,Financials,Equity,"485,007.60",0.00,"485,007.60","9,240.00",52.49
EFX,EQUIFAX INC,Industrials,Equity,"6,873,538.50",0.04,"6,873,538.50","32,499.00",211.50
EG,EVEREST GROUP LTD,Financials,Equity,"3,421,385.88",0.02,"3,421,385.88","11,066.00",309.18
EGBN,EAGLE BANCORP INC,Financials,Equity,"129,320.16",0.00,"129,320.16","7,716.00",16.76
EGHT,8X8 INC,Information Technology,Equity,"50,767.86",0.00,"50,767.86","27,742.00",1.83
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"2,428,009.95",0.01,"2,428,009.95","13,823.00",175.65
EGY,VAALCO ENERGY INC,Energy,Equity,"105,547.14",0.00,"105,547.14","27,558.00",3.83
EHAB,ENHABIT INC,Health Care,Equity,"116,196.90",0.00,"116,196.90","14,205.00",8.18
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"3,138,567.89",0.02,"3,138,567.89","26,869.00",116.81
EIG,EMPLOYERS HOLDINGS INC,Financials,Equity,"263,767.48",0.00,"263,767.48","6,476.00",40.73
EIX,EDISON INTERNATIONAL,Utilities,Equity,"5,619,528.72",0.03,"5,619,528.72","100,998.00",55.64
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"5,906,673.93",0.03,"5,906,673.93","60,513.00",97.61
ELAN,ELANCO ANIMAL HEALTH INC,Health Care,Equity,"2,895,392.45",0.02,"2,895,392.45","128,285.00",22.57
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"1,740,529.18",0.01,"1,740,529.18","14,138.00",123.11
ELME,ELME,Real Estate,Equity,"386,114.40",0.00,"386,114.40","23,472.00",16.45
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,"3,090,595.50",0.02,"3,090,595.50","50,874.00",60.75
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"19,181,781.00",0.11,"19,181,781.00","59,580.00",321.95
ELVN,ENLIVEN THERAPEUTICS INC,Health Care,Equity,"280,089.45",0.00,"280,089.45","11,685.00",23.97
EMBC,EMBECTA CORP,Health Care,Equity,"217,098.38",0.00,"217,098.38","15,893.00",13.66
EME,EMCOR GROUP INC,Industrials,Equity,"7,550,496.00",0.04,"7,550,496.00","11,652.00",648.00
EMN,EASTMAN CHEMICAL,Materials,Equity,"1,874,969.12",0.01,"1,874,969.12","31,396.00",59.72
EMR,EMERSON ELECTRIC,Industrials,Equity,"20,316,401.80",0.12,"20,316,401.80","148,490.00",136.82
ENOV,ENOVIS CORP,Health Care,Equity,"423,982.35",0.00,"423,982.35","13,815.00",30.69
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"1,068,922.01",0.01,"1,068,922.01","35,477.00",30.13
ENR,ENERGIZER HOLDINGS INC,Consumer Staples,Equity,"442,354.40",0.00,"442,354.40","19,067.00",23.20
ENS,ENERSYS,Industrials,Equity,"1,420,769.60",0.01,"1,420,769.60","11,348.00",125.20
ENSG,ENSIGN GROUP INC,Health Care,Equity,"2,661,195.29",0.02,"2,661,195.29","14,759.00",180.31
ENTA,ENANTA PHARMACEUTICALS INC,Health Care,Equity,"51,845.64",0.00,"51,845.64","4,774.00",10.86
ENTG,ENTEGRIS INC,Information Technology,Equity,"3,444,350.00",0.02,"3,444,350.00","39,364.00",87.50
ENVA,ENOVA INTERNATIONAL INC,Financials,Equity,"852,423.00",0.00,"852,423.00","7,150.00",119.22
ENVX,ENOVIX CORP,Industrials,Equity,"429,297.09",0.00,"429,297.09","37,757.00",11.37
EOG,EOG RESOURCES INC,Energy,Equity,"15,344,113.62",0.09,"15,344,113.62","145,497.00",105.46
EOLS,EVOLUS INC,Health Care,Equity,"76,695.36",0.00,"76,695.36","11,413.00",6.72
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Industrials,Equity,"830,488.40",0.00,"830,488.40","57,995.00",14.32
EPAC,ENERPAC TOOL GROUP CORP CLASS A,Industrials,Equity,"643,931.28",0.00,"643,931.28","15,656.00",41.13
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"2,351,122.95",0.01,"2,351,122.95","14,773.00",159.15
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,"288,602.16",0.00,"288,602.16","14,938.00",19.32
EPM,EVOLUTION PETROLEUM CORP,Energy,Equity,"61,268.13",0.00,"61,268.13","13,893.00",4.41
EPR,EPR PROPERTIES REIT,Real Estate,Equity,"999,085.94",0.01,"999,085.94","20,402.00",48.97
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,"1,548,630.79",0.01,"1,548,630.79","51,811.00",29.89
EQBK,EQUITY BANCSHARES INC CLASS A,Financials,Equity,"159,821.50",0.00,"159,821.50","3,922.00",40.75
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,"3,861,422.01",0.02,"3,861,422.01","79,897.00",48.33
EQIX,EQUINIX REIT INC,Real Estate,Equity,"21,450,537.36",0.12,"21,450,537.36","25,746.00",833.16
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"6,056,933.30",0.03,"6,056,933.30","100,430.00",60.31
EQT,EQT CORP,Energy,Equity,"8,604,370.05",0.05,"8,604,370.05","164,049.00",52.45
ERAS,ERASCA INC,Health Care,Equity,"164,094.30",0.00,"164,094.30","66,705.00",2.46
ERII,ENERGY RECOVERY INC,Industrials,Equity,"251,588.31",0.00,"251,588.31","14,687.00",17.13
ES,EVERSOURCE ENERGY,Utilities,Equity,"7,065,612.00",0.04,"7,065,612.00","95,740.00",73.80
ESAB,ESAB CORP,Industrials,Equity,"1,761,877.92",0.01,"1,761,877.92","14,916.00",118.12
ESE,ESCO TECHNOLOGIES INC,Industrials,Equity,"1,428,597.60",0.01,"1,428,597.60","6,540.00",218.44
ESI,ELEMENT SOLUTIONS INC,Materials,Equity,"1,512,342.00",0.01,"1,512,342.00","58,167.00",26.00
ESNT,ESSENT GROUP LTD,Financials,Equity,"1,572,643.56",0.01,"1,572,643.56","25,917.00",60.68
ESPR,ESPERION THERAPEUTICS INC,Health Care,Equity,"180,575.72",0.00,"180,575.72","63,583.00",2.84
ESQ,ESQUIRE FINANCIAL HOLDINGS INC,Financials,Equity,"208,954.59",0.00,"208,954.59","2,249.00",92.91
ESRT,EMPIRE STATE REALTY REIT INC TRUST,Real Estate,Equity,"273,562.12",0.00,"273,562.12","38,207.00",7.16
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"4,247,689.46",0.02,"4,247,689.46","17,003.00",249.82
ESTC,ELASTIC NV,Information Technology,Equity,"2,033,765.51",0.01,"2,033,765.51","23,009.00",88.39
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary,Equity,"145,785.48",0.00,"145,785.48","5,948.00",24.51
ETN,EATON PLC,Industrials,Equity,"39,733,711.71",0.23,"39,733,711.71","103,719.00",383.09
ETR,ENTERGY CORP,Utilities,Equity,"11,321,029.30",0.07,"11,321,029.30","117,866.00",96.05
ETSY,ETSY INC,Consumer Discretionary,Equity,"1,684,124.42",0.01,"1,684,124.42","27,194.00",61.93
EU,ENCORE ENERGY CORP,Energy,Equity,"139,281.12",0.00,"139,281.12","42,988.00",3.24
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication,Equity,"46,248.00",0.00,"46,248.00","23,124.00",2.00
EVCM,EVERCOMMERCE INC,Information Technology,Equity,"126,639.10",0.00,"126,639.10","11,207.00",11.30
EVER,EVERQUOTE INC CLASS A,Communication,Equity,"158,199.65",0.00,"158,199.65","7,661.00",20.65
EVGO,EVGO INC CLASS A,Consumer Discretionary,Equity,"78,906.12",0.00,"78,906.12","20,442.00",3.86
EVH,EVOLENT HEALTH INC CLASS A,Health Care,Equity,"188,674.20",0.00,"188,674.20","28,587.00",6.60
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,Information Technology,Equity,"256,583.00",0.00,"256,583.00","33,850.00",7.58
EVR,EVERCORE INC CLASS A,Financials,Equity,"2,879,559.18",0.02,"2,879,559.18","9,873.00",291.66
EVRG,EVERGY INC,Utilities,Equity,"4,751,613.50",0.03,"4,751,613.50","61,114.00",77.75
EVTC,EVERTEC INC,Financials,Equity,"533,603.46",0.00,"533,603.46","18,902.00",28.23
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"12,658,072.40",0.07,"12,658,072.40","151,630.00",83.48
EWBC,EAST WEST BANCORP INC,Financials,Equity,"3,722,393.04",0.02,"3,722,393.04","36,808.00",101.13
EWCZ,EUROPEAN WAX CENTER INC CLASS A,Consumer Discretionary,Equity,"25,241.25",0.00,"25,241.25","6,731.00",3.75
EWTX,EDGEWISE THERAPEUTICS INC,Health Care,Equity,"378,571.59",0.00,"378,571.59","20,277.00",18.67
EXAS,EXACT SCIENCES CORP,Health Care,Equity,"3,015,151.46",0.02,"3,015,151.46","47,693.00",63.22
EXC,EXELON CORP,Utilities,Equity,"12,539,118.51",0.07,"12,539,118.51","266,393.00",47.07
EXE,EXPAND ENERGY CORP,Energy,Equity,"5,819,303.84",0.03,"5,819,303.84","57,892.00",100.52
EXEL,EXELIXIS INC,Health Care,Equity,"2,767,348.98",0.02,"2,767,348.98","71,067.00",38.94
EXLS,EXLSERVICE HOLDINGS INC,Industrials,Equity,"1,607,593.40",0.01,"1,607,593.40","39,970.00",40.22
EXP,EAGLE MATERIALS INC,Materials,Equity,"1,909,222.80",0.01,"1,909,222.80","8,895.00",214.64
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"4,414,698.89",0.03,"4,414,698.89","36,731.00",120.19
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"6,991,985.58",0.04,"6,991,985.58","31,714.00",220.47
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Equity,"161,171.26",0.00,"161,171.26","16,021.00",10.06
EXPO,EXPONENT INC,Industrials,Equity,"883,961.78",0.01,"883,961.78","13,229.00",66.82
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"7,489,218.40",0.04,"7,489,218.40","55,558.00",134.80
EXTR,EXTREME NETWORKS INC,Information Technology,Equity,"642,484.05",0.00,"642,484.05","34,682.00",18.52
EYE,NATIONAL VISION HOLDINGS INC,Consumer Discretionary,Equity,"535,756.52",0.00,"535,756.52","20,402.00",26.26
EYPT,EYEPOINT PHARMACEUTICALS INC,Health Care,Equity,"135,604.26",0.00,"135,604.26","11,106.00",12.21
F,FORD MOTOR CO,Consumer Discretionary,Equity,"13,577,371.90",0.08,"13,577,371.90","1,039,615.00",13.06
FA,FIRST ADVANTAGE CORP,Industrials,Equity,"242,196.48",0.00,"242,196.48","18,688.00",12.96
FAF,FIRST AMERICAN FINANCIAL CORP,Financials,Equity,"1,677,362.33",0.01,"1,677,362.33","27,199.00",61.67
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"7,099,966.05",0.04,"7,099,966.05","49,947.00",142.15
FAST,FASTENAL,Industrials,Equity,"12,637,017.00",0.07,"12,637,017.00","304,140.00",41.55
FATE,FATE THERAPEUTICS INC,Health Care,Equity,"25,829.67",0.00,"25,829.67","20,023.00",1.29
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"1,573,575.08",0.01,"1,573,575.08","32,252.00",48.79
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials,Equity,"160,327.68",0.00,"160,327.68","3,264.00",49.12
FBK,FB FINANCIAL CORP,Financials,Equity,"562,316.00",0.00,"562,316.00","10,280.00",54.70
FBNC,FIRST BANCORP,Financials,Equity,"579,048.60",0.00,"579,048.60","11,895.00",48.68
FBP,FIRST BANCORP,Financials,Equity,"850,847.44",0.00,"850,847.44","43,678.00",19.48
FBRT,FRANKLIN BSP REALTY TRUST INC,Financials,Equity,"222,300.16",0.00,"222,300.16","21,709.00",10.24
FC,FRANKLIN COVEY,Industrials,Equity,"73,190.10",0.00,"73,190.10","4,318.00",16.95
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,"141,690.42",0.00,"141,690.42","4,349.00",32.58
FCF,FIRST COMMONWEALTH FINANCIAL CORP,Financials,Equity,"360,078.86",0.00,"360,078.86","23,291.00",15.46
FCFS,FIRSTCASH HOLDINGS INC,Financials,Equity,"1,524,922.80",0.01,"1,524,922.80","9,624.00",158.45
FCN,FTI CONSULTING INC,Industrials,Equity,"1,560,692.96",0.01,"1,560,692.96","9,281.00",168.16
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Financials,Equity,"4,456,921.00",0.03,"4,456,921.00","2,506.00","1,778.50"
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,Equity,"645,796.36",0.00,"645,796.36","27,434.00",23.54
FCX,FREEPORT MCMORAN INC,Materials,Equity,"15,695,529.33",0.09,"15,695,529.33","376,121.00",41.73
FDBC,FIDELITY D AND D BANCORP INC,Financials,Equity,"99,756.80",0.00,"99,756.80","2,288.00",43.60
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care,Equity,"139,179.40",0.00,"139,179.40","12,295.00",11.32
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Staples,Equity,"309,223.20",0.00,"309,223.20","8,840.00",34.98
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"2,737,482.00",0.02,"2,737,482.00","10,175.00",269.04
FDX,FEDEX CORP,Industrials,Equity,"14,083,214.75",0.08,"14,083,214.75","56,575.00",248.93
FE,FIRSTENERGY CORP,Utilities,Equity,"6,681,701.86",0.04,"6,681,701.86","144,563.00",46.22
FELE,FRANKLIN ELECTRIC INC,Industrials,Equity,"1,111,636.80",0.01,"1,111,636.80","11,628.00",95.60
FERG,FERGUSON ENTERPRISES INC,Industrials,Equity,"12,539,922.71",0.07,"12,539,922.71","51,023.00",245.77
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,"561,570.24",0.00,"561,570.24","23,856.00",23.54
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,"112,576.95",0.00,"112,576.95","8,395.00",13.41
FFIN,FIRST FINANCIAL BANKSHARES INC,Financials,Equity,"1,044,475.40",0.01,"1,044,475.40","34,022.00",30.70
FFIV,F5 INC,Information Technology,Equity,"3,853,173.59",0.02,"3,853,173.59","15,011.00",256.69
FFWM,FIRST FOUNDATION INC,Financials,Equity,"60,706.20",0.00,"60,706.20","11,454.00",5.30
FG,F&G ANNUITIES AND LIFE INC,Financials,Equity,"135,064.87",0.00,"135,064.87","4,643.00",29.09
FHB,FIRST HAWAIIAN INC,Financials,Equity,"851,593.40",0.00,"851,593.40","34,930.00",24.38
FHN,FIRST HORIZON CORP,Financials,Equity,"2,771,289.28",0.02,"2,771,289.28","132,218.00",20.96
FI,FISERV INC,Financials,Equity,"9,308,545.29",0.05,"9,308,545.29","142,791.00",65.19
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financials,Equity,"735,876.48",0.00,"735,876.48","23,376.00",31.48
FICO,FAIR ISAAC CORP,Information Technology,Equity,"9,960,816.88",0.06,"9,960,816.88","6,283.00","1,585.36"
FIGS,FIGS INC CLASS A,Consumer Discretionary,Equity,"291,867.93",0.00,"291,867.93","37,467.00",7.79
FIHL,FIDELIS INSURANCE HOLDINGS LTD,Financials,Equity,"286,061.80",0.00,"286,061.80","15,910.00",17.98
FIP,FTAI INFRASTRUCTURE INC,Industrials,Equity,"164,117.87",0.00,"164,117.87","32,117.00",5.11
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"8,655,177.53",0.05,"8,655,177.53","138,727.00",62.39
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,"130,907.22",0.00,"130,907.22","4,566.00",28.67
FITB,FIFTH THIRD BANCORP,Financials,Equity,"7,470,330.15",0.04,"7,470,330.15","178,077.00",41.95
FIVE,FIVE BELOW INC,Consumer Discretionary,Equity,"2,264,493.21",0.01,"2,264,493.21","14,441.00",156.81
FIVN,FIVE9 INC,Information Technology,Equity,"447,367.36",0.00,"447,367.36","19,151.00",23.36
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"8,837,314.20",0.05,"8,837,314.20","9,174.00",963.30
FIZZ,NATIONAL BEVERAGE CORP,Consumer Staples,Equity,"223,472.14",0.00,"223,472.14","6,647.00",33.62
FLEX,FLEX LTD,Information Technology,Equity,"6,425,747.82",0.04,"6,425,747.82","100,418.00",63.99
FLG,FLAGSTAR BANK NATIONAL ASSOCIATION,Financials,Equity,"887,264.00",0.01,"887,264.00","79,220.00",11.20
FLGT,FULGENT GENETICS INC,Health Care,Equity,"117,032.14",0.00,"117,032.14","5,183.00",22.58
FLNC,FLUENCE ENERGY INC CLASS A,Industrials,Equity,"314,787.66",0.00,"314,787.66","15,378.00",20.47
FLNG,FLEX LNG LTD,Energy,Equity,"184,650.60",0.00,"184,650.60","7,157.00",25.80
FLO,FLOWERS FOODS INC,Consumer Staples,Equity,"589,624.80",0.00,"589,624.80","48,810.00",12.08
FLR,FLUOR CORP,Industrials,Equity,"2,179,888.41",0.01,"2,179,888.41","44,679.00",48.79
FLS,FLOWSERVE CORP,Industrials,Equity,"2,362,974.75",0.01,"2,362,974.75","35,085.00",67.35
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,"10,657,189.92",0.06,"10,657,189.92","46,159.00",230.88
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,Equity,"38,314.08",0.00,"38,314.08","10,584.00",3.62
FLYW,FLYWIRE CORP,Financials,Equity,"388,629.50",0.00,"388,629.50","30,010.00",12.95
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials,Equity,"101,567.97",0.00,"101,567.97","4,291.00",23.67
FMBH,FIRST MID BANCSHARES INC,Financials,Equity,"241,084.80",0.00,"241,084.80","6,849.00",35.20
FMC,FMC CORP,Materials,Equity,"506,309.06",0.00,"506,309.06","32,602.00",15.53
FMNB,FARMERS NATIONAL BANC CORP,Financials,Equity,"139,454.68",0.00,"139,454.68","10,678.00",13.06
FN,FABRINET,Information Technology,Equity,"4,086,102.00",0.02,"4,086,102.00","9,329.00",438.00
FNB,FNB CORP,Financials,Equity,"1,446,853.20",0.01,"1,446,853.20","92,747.00",15.60
FND,FLOOR DECOR HOLDINGS INC CLASS A,Consumer Discretionary,Equity,"1,786,929.87",0.01,"1,786,929.87","27,487.00",65.01
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,"3,781,758.42",0.02,"3,781,758.42","68,622.00",55.11
FNKO,FUNKO INC CLASS A,Consumer Discretionary,Equity,"21,539.12",0.00,"21,539.12","7,016.00",3.07
FNLC,FIRST BANCORP INC,Financials,Equity,"92,589.75",0.00,"92,589.75","3,741.00",24.75
FOLD,AMICUS THERAPEUTICS INC,Health Care,Equity,"705,841.20",0.00,"705,841.20","79,308.00",8.90
FOR,FORESTAR GROUP INC,Real Estate,Equity,"170,745.40",0.00,"170,745.40","6,517.00",26.20
FORM,FORMFACTOR INC,Information Technology,Equity,"1,194,065.25",0.01,"1,194,065.25","20,153.00",59.25
FORR,FORRESTER RESEARCH INC,Industrials,Equity,"29,377.53",0.00,"29,377.53","3,587.00",8.19
FOUR,SHIFT4 PAYMENTS INC CLASS A,Financials,Equity,"1,211,152.15",0.01,"1,211,152.15","18,265.00",66.31
FOX,FOX CORP CLASS B,Communication,Equity,"2,316,078.27",0.01,"2,316,078.27","39,369.00",58.83
FOXA,FOX CORP CLASS A,Communication,Equity,"3,804,689.78",0.02,"3,804,689.78","58,078.00",65.51
FOXF,FOX FACTORY HOLDING CORP,Consumer Discretionary,Equity,"244,135.74",0.00,"244,135.74","11,087.00",22.02
FPI,FARMLAND PARTNERS INC,Real Estate,Equity,"104,347.51",0.00,"104,347.51","10,121.00",10.31
